Town Name,Vote Totals,variable,value
Warren,858,De La Fuente and Steinberg,0
Washington,2082,De La Fuente and Steinberg,0
Waterbury,33719,De La Fuente and Steinberg,0
Waterford,10683,De La Fuente and Steinberg,0
Watertown,11884,De La Fuente and Steinberg,0
West Hartford,33346,De La Fuente and Steinberg,0
West Haven,20969,De La Fuente and Steinberg,0
Westbrook,3792,De La Fuente and Steinberg,0
Weston,5712,De La Fuente and Steinberg,0
Westport,15444,De La Fuente and Steinberg,0
Wethersfield,14222,De La Fuente and Steinberg,1
Willington,2996,De La Fuente and Steinberg,0
Wilton,10391,De La Fuente and Steinberg,0
Winchester,4994,De La Fuente and Steinberg,0
Windham,8403,De La Fuente and Steinberg,1
Windsor,16016,De La Fuente and Steinberg,0
Windsor Locks,6146,De La Fuente and Steinberg,0
Wolcott,9092,De La Fuente and Steinberg,0
Woodbridge,5353,De La Fuente and Steinberg,0
Woodbury,5930,De La Fuente and Steinberg,3
Woodstock,4486,De La Fuente and Steinberg,0
Andover,1908,Deame and Long,0
Ansonia,7478,Deame and Long,0
Ashford,2332,Deame and Long,0
Avon,10602,Deame and Long,0
Barkhamsted,2200,Deame and Long,0
Beacon Falls,3332,Deame and Long,0
Berlin,11601,Deame and Long,0
Bethany,3380,Deame and Long,0
Bethel,9846,Deame and Long,0
Bethlehem,2317,Deame and Long,0
Bloomfield,11639,Deame and Long,0
Bolton,3002,Deame and Long,0
Bozrah,1390,Deame and Long,0
Branford,15605,Deame and Long,0
Bridgeport,39560,Deame and Long,0
Bridgewater,1141,Deame and Long,0
Bristol,26455,Deame and Long,0
Brookfield,9580,Deame and Long,0
Brooklyn,3720,Deame and Long,0
Burlington,5385,Deame and Long,0
Canaan,592,Deame and Long,0
Canterbury,2712,Deame and Long,0
Canton,6002,Deame and Long,0
Chaplin,1151,Deame and Long,0
Cheshire,15421,Deame and Long,0
Chester,2273,Deame and Long,0
Clinton,7191,Deame and Long,0
Colchester,8591,Deame and Long,0
Colebrook,899,Deame and Long,0
Columbia,3284,Deame and Long,0
Cornwall,923,Deame and Long,0
Coventry,6783,Deame and Long,0
Cromwell,7714,Deame and Long,0
Danbury,28849,Deame and Long,0
Darien,11265,Deame and Long,0
Deep River,2606,Deame and Long,0
Derby,5150,Deame and Long,0
Durham,4281,Deame and Long,0
East Granby,2950,Deame and Long,0
East Haddam,5087,Deame and Long,0
East Hampton,7245,Deame and Long,0
East Hartford,19047,Deame and Long,0
East Haven,12657,Deame and Long,0
East Lyme,10213,Deame and Long,0
East Windsor,5301,Deame and Long,0
Eastford,962,Deame and Long,0
Easton,4526,Deame and Long,0
Ellington,8202,Deame and Long,2
Enfield,18959,Deame and Long,1
Essex,4092,Deame and Long,0
Fairfield,31553,Deame and Long,0
Farmington,14303,Deame and Long,0
Franklin,1097,Deame and Long,0
Glastonbury,19625,Deame and Long,0
Goshen,1823,Deame and Long,0
Granby,6509,Deame and Long,0
Greenwich,31209,Deame and Long,0
Griswold,5276,Deame and Long,0
Groton,15357,Deame and Long,0
Guilford,13323,Deame and Long,0
Haddam,4970,Deame and Long,0
Hamden,27695,Deame and Long,0
Hampton,1059,Deame and Long,0
Hartford,33667,Deame and Long,0
Hartland,1238,Deame and Long,0
Harwinton,3407,Deame and Long,0
Hebron,5486,Deame and Long,0
Kent,1716,Deame and Long,0
Killingly,6888,Deame and Long,0
Killingworth,4015,Deame and Long,1
Lebanon,3948,Deame and Long,0
Ledyard,7300,Deame and Long,0
Lisbon,2181,Deame and Long,0
Litchfield,4859,Deame and Long,0
Lyme,1691,Deame and Long,1
Madison,10913,Deame and Long,0
Manchester,24838,Deame and Long,2
Mansfield,11481,Deame and Long,0
Marlborough,3639,Deame and Long,0
Meriden,22443,Deame and Long,0
Middlebury,4495,Deame and Long,0
Middlefield,2636,Deame and Long,0
Middletown,21244,Deame and Long,0
Milford,28151,Deame and Long,0
Monroe,10908,Deame and Long,0
Montville,7972,Deame and Long,0
Morris,1418,Deame and Long,1
Naugatuck,13182,Deame and Long,0
New Britain,22328,Deame and Long,0
New Canaan,10966,Deame and Long,0
New Fairfield,7677,Deame and Long,0
New Hartford,4122,Deame and Long,0
New Haven,41688,Deame and Long,1
New London,8687,Deame and Long,0
New Millford,13668,Deame and Long,0
Newington,15691,Deame and Long,0
Newtown,15359,Deame and Long,0
Norfolk,967,Deame and Long,0
North Branford,7654,Deame and Long,0
North Canaan,1509,Deame and Long,0
North Haven,13589,Deame and Long,0
North Stonington,3030,Deame and Long,0
Norwalk,38232,Deame and Long,0
Norwich,13476,Deame and Long,0
Old Lyme,4709,Deame and Long,0
Old Saybrook,6225,Deame and Long,0
Orange,8367,Deame and Long,0
Oxford,7343,Deame and Long,0
Plainfield,6120,Deame and Long,0
Plainville,8703,Deame and Long,0
Plymouth,5810,Deame and Long,0
Pomfret,2232,Deame and Long,0
Portland,5253,Deame and Long,0
Preston,2514,Deame and Long,0
Prospect,5585,Deame and Long,0
Putnam,3657,Deame and Long,0
Redding,5487,Deame and Long,0
Ridgefield,14296,Deame and Long,0
Rocky Hill,9838,Deame and Long,0
Roxbury,1474,Deame and Long,0
Salem,2346,Deame and Long,0
Salisbury,2331,Deame and Long,0
Scotland,909,Deame and Long,0
Seymour,8206,Deame and Long,0
Sharon,1416,Deame and Long,0
Shelton,20857,Deame and Long,0
Sherman,2137,Deame and Long,0
Simsbury,13984,Deame and Long,0
Somers,5694,Deame and Long,0
South Windsor,13954,Deame and Long,0
Southbury,11580,Deame and Long,0
Southington,23318,Deame and Long,0
Sprague,1509,Deame and Long,0
Stafford,6034,Deame and Long,0
Stamford,52258,Deame and Long,0
Sterling,1684,Deame and Long,0
Stonington,10173,Deame and Long,0
Stratford,25251,Deame and Long,0
Suffield,7558,Deame and Long,0
Thomaston,3971,Deame and Long,0
Thompson,4508,Deame and Long,0
Tolland,8499,Deame and Long,0
Torrington,15131,Deame and Long,0
Trumbull,19846,Deame and Long,0
Union,496,Deame and Long,0
Vernon,13559,Deame and Long,1
Voluntown,1385,Deame and Long,0
Wallingford,22636,Deame and Long,0
Warren,858,Deame and Long,0
Washington,2082,Deame and Long,0
Waterbury,33719,Deame and Long,0
Waterford,10683,Deame and Long,0
Watertown,11884,Deame and Long,0
West Hartford,33346,Deame and Long,0
West Haven,20969,Deame and Long,0
Westbrook,3792,Deame and Long,0
Weston,5712,Deame and Long,0
Westport,15444,Deame and Long,0
Wethersfield,14222,Deame and Long,0
Willington,2996,Deame and Long,0
Wilton,10391,Deame and Long,0
Winchester,4994,Deame and Long,0
Windham,8403,Deame and Long,0
Windsor,16016,Deame and Long,0
Windsor Locks,6146,Deame and Long,0
Wolcott,9092,Deame and Long,0
Woodbridge,5353,Deame and Long,0
Woodbury,5930,Deame and Long,3
Woodstock,4486,Deame and Long,0
Andover,1908,Evans and Fitch,0
Ansonia,7478,Evans and Fitch,0
Ashford,2332,Evans and Fitch,0
Avon,10602,Evans and Fitch,0
Barkhamsted,2200,Evans and Fitch,0
Beacon Falls,3332,Evans and Fitch,0
Berlin,11601,Evans and Fitch,0
Bethany,3380,Evans and Fitch,0
Bethel,9846,Evans and Fitch,0
Bethlehem,2317,Evans and Fitch,0
Bloomfield,11639,Evans and Fitch,0
Bolton,3002,Evans and Fitch,2
Bozrah,1390,Evans and Fitch,0
Branford,15605,Evans and Fitch,0
Bridgeport,39560,Evans and Fitch,0
Bridgewater,1141,Evans and Fitch,0
Bristol,26455,Evans and Fitch,0
Brookfield,9580,Evans and Fitch,0
Brooklyn,3720,Evans and Fitch,0
Burlington,5385,Evans and Fitch,0
Canaan,592,Evans and Fitch,0
Canterbury,2712,Evans and Fitch,0
Canton,6002,Evans and Fitch,0
Chaplin,1151,Evans and Fitch,0
Cheshire,15421,Evans and Fitch,0
Chester,2273,Evans and Fitch,0
Clinton,7191,Evans and Fitch,0
Colchester,8591,Evans and Fitch,0
Colebrook,899,Evans and Fitch,0
Columbia,3284,Evans and Fitch,0
Cornwall,923,Evans and Fitch,0
Coventry,6783,Evans and Fitch,0
Cromwell,7714,Evans and Fitch,0
Danbury,28849,Evans and Fitch,0
Darien,11265,Evans and Fitch,0
Deep River,2606,Evans and Fitch,0
Derby,5150,Evans and Fitch,0
Durham,4281,Evans and Fitch,0
East Granby,2950,Evans and Fitch,0
East Haddam,5087,Evans and Fitch,0
East Hampton,7245,Evans and Fitch,0
East Hartford,19047,Evans and Fitch,0
East Haven,12657,Evans and Fitch,0
East Lyme,10213,Evans and Fitch,0
East Windsor,5301,Evans and Fitch,0
Eastford,962,Evans and Fitch,0
Easton,4526,Evans and Fitch,0
Ellington,8202,Evans and Fitch,0
Enfield,18959,Evans and Fitch,0
Essex,4092,Evans and Fitch,0
Fairfield,31553,Evans and Fitch,0
Farmington,14303,Evans and Fitch,0
Franklin,1097,Evans and Fitch,0
Glastonbury,19625,Evans and Fitch,0
Goshen,1823,Evans and Fitch,0
Granby,6509,Evans and Fitch,0
Greenwich,31209,Evans and Fitch,3
Griswold,5276,Evans and Fitch,0
Groton,15357,Evans and Fitch,0
Guilford,13323,Evans and Fitch,0
Haddam,4970,Evans and Fitch,0
Hamden,27695,Evans and Fitch,0
Hampton,1059,Evans and Fitch,0
Hartford,33667,Evans and Fitch,0
Hartland,1238,Evans and Fitch,0
Harwinton,3407,Evans and Fitch,0
Hebron,5486,Evans and Fitch,6
Kent,1716,Evans and Fitch,0
Killingly,6888,Evans and Fitch,10
Killingworth,4015,Evans and Fitch,0
Lebanon,3948,Evans and Fitch,0
Ledyard,7300,Evans and Fitch,15
Lisbon,2181,Evans and Fitch,0
Litchfield,4859,Evans and Fitch,0
Lyme,1691,Evans and Fitch,0
Madison,10913,Evans and Fitch,0
Manchester,24838,Evans and Fitch,1
Mansfield,11481,Evans and Fitch,0
Marlborough,3639,Evans and Fitch,0
Meriden,22443,Evans and Fitch,0
Middlebury,4495,Evans and Fitch,0
Middlefield,2636,Evans and Fitch,0
Middletown,21244,Evans and Fitch,1
Milford,28151,Evans and Fitch,0
Monroe,10908,Evans and Fitch,0
Montville,7972,Evans and Fitch,0
Morris,1418,Evans and Fitch,0
Naugatuck,13182,Evans and Fitch,0
New Britain,22328,Evans and Fitch,2
New Canaan,10966,Evans and Fitch,0
New Fairfield,7677,Evans and Fitch,0
New Hartford,4122,Evans and Fitch,0
New Haven,41688,Evans and Fitch,0
New London,8687,Evans and Fitch,0
New Millford,13668,Evans and Fitch,0
Newington,15691,Evans and Fitch,0
Newtown,15359,Evans and Fitch,0
Norfolk,967,Evans and Fitch,0
North Branford,7654,Evans and Fitch,0
North Canaan,1509,Evans and Fitch,0
North Haven,13589,Evans and Fitch,1
North Stonington,3030,Evans and Fitch,0
Norwalk,38232,Evans and Fitch,0
Norwich,13476,Evans and Fitch,0
Old Lyme,4709,Evans and Fitch,0
Old Saybrook,6225,Evans and Fitch,0
Orange,8367,Evans and Fitch,0
Oxford,7343,Evans and Fitch,0
Plainfield,6120,Evans and Fitch,0
Plainville,8703,Evans and Fitch,0
Plymouth,5810,Evans and Fitch,0
Pomfret,2232,Evans and Fitch,0
Portland,5253,Evans and Fitch,0
Preston,2514,Evans and Fitch,0
Prospect,5585,Evans and Fitch,0
Putnam,3657,Evans and Fitch,0
Redding,5487,Evans and Fitch,0
Ridgefield,14296,Evans and Fitch,0
Rocky Hill,9838,Evans and Fitch,0
Roxbury,1474,Evans and Fitch,0
Salem,2346,Evans and Fitch,0
Salisbury,2331,Evans and Fitch,0
Scotland,909,Evans and Fitch,0
Seymour,8206,Evans and Fitch,0
Sharon,1416,Evans and Fitch,0
Shelton,20857,Evans and Fitch,0
Sherman,2137,Evans and Fitch,0
Simsbury,13984,Evans and Fitch,0
Somers,5694,Evans and Fitch,0
South Windsor,13954,Evans and Fitch,0
Southbury,11580,Evans and Fitch,0
Southington,23318,Evans and Fitch,0
Sprague,1509,Evans and Fitch,0
Stafford,6034,Evans and Fitch,0
Stamford,52258,Evans and Fitch,0
Sterling,1684,Evans and Fitch,0
Stonington,10173,Evans and Fitch,0
Stratford,25251,Evans and Fitch,0
Suffield,7558,Evans and Fitch,0
Thomaston,3971,Evans and Fitch,0
Thompson,4508,Evans and Fitch,0
Tolland,8499,Evans and Fitch,0
Torrington,15131,Evans and Fitch,0
Trumbull,19846,Evans and Fitch,0
Union,496,Evans and Fitch,0
Vernon,13559,Evans and Fitch,0
Voluntown,1385,Evans and Fitch,0
Wallingford,22636,Evans and Fitch,0
Warren,858,Evans and Fitch,0
Washington,2082,Evans and Fitch,0
Waterbury,33719,Evans and Fitch,0
Waterford,10683,Evans and Fitch,0
Watertown,11884,Evans and Fitch,0
West Hartford,33346,Evans and Fitch,0
West Haven,20969,Evans and Fitch,0
Westbrook,3792,Evans and Fitch,0
Weston,5712,Evans and Fitch,0
Westport,15444,Evans and Fitch,0
Wethersfield,14222,Evans and Fitch,0
Willington,2996,Evans and Fitch,0
Wilton,10391,Evans and Fitch,0
Winchester,4994,Evans and Fitch,0
Windham,8403,Evans and Fitch,0
Windsor,16016,Evans and Fitch,0
Windsor Locks,6146,Evans and Fitch,0
Wolcott,9092,Evans and Fitch,0
Woodbridge,5353,Evans and Fitch,0
Woodbury,5930,Evans and Fitch,3
Woodstock,4486,Evans and Fitch,0
Andover,1908,Fox and Kushner,0
Ansonia,7478,Fox and Kushner,0
Ashford,2332,Fox and Kushner,0
Avon,10602,Fox and Kushner,0
Barkhamsted,2200,Fox and Kushner,0
Beacon Falls,3332,Fox and Kushner,0
Berlin,11601,Fox and Kushner,0
Bethany,3380,Fox and Kushner,0
Bethel,9846,Fox and Kushner,0
Bethlehem,2317,Fox and Kushner,0
Bloomfield,11639,Fox and Kushner,0
Bolton,3002,Fox and Kushner,0
Bozrah,1390,Fox and Kushner,0
Branford,15605,Fox and Kushner,0
Bridgeport,39560,Fox and Kushner,0
Bridgewater,1141,Fox and Kushner,0
Bristol,26455,Fox and Kushner,0
Brookfield,9580,Fox and Kushner,0
Brooklyn,3720,Fox and Kushner,0
Burlington,5385,Fox and Kushner,0
Canaan,592,Fox and Kushner,0
Canterbury,2712,Fox and Kushner,0
Canton,6002,Fox and Kushner,0
Chaplin,1151,Fox and Kushner,0
Cheshire,15421,Fox and Kushner,0
Chester,2273,Fox and Kushner,0
Clinton,7191,Fox and Kushner,0
Colchester,8591,Fox and Kushner,0
Colebrook,899,Fox and Kushner,0
Columbia,3284,Fox and Kushner,0
Cornwall,923,Fox and Kushner,0
Coventry,6783,Fox and Kushner,0
Cromwell,7714,Fox and Kushner,0
Danbury,28849,Fox and Kushner,0
Darien,11265,Fox and Kushner,0
Deep River,2606,Fox and Kushner,0
Derby,5150,Fox and Kushner,0
Durham,4281,Fox and Kushner,0
East Granby,2950,Fox and Kushner,0
East Haddam,5087,Fox and Kushner,0
East Hampton,7245,Fox and Kushner,0
East Hartford,19047,Fox and Kushner,0
East Haven,12657,Fox and Kushner,0
East Lyme,10213,Fox and Kushner,0
East Windsor,5301,Fox and Kushner,0
Eastford,962,Fox and Kushner,0
Easton,4526,Fox and Kushner,0
Ellington,8202,Fox and Kushner,0
Enfield,18959,Fox and Kushner,0
Essex,4092,Fox and Kushner,0
Fairfield,31553,Fox and Kushner,0
Farmington,14303,Fox and Kushner,0
Franklin,1097,Fox and Kushner,0
Glastonbury,19625,Fox and Kushner,0
Goshen,1823,Fox and Kushner,0
Granby,6509,Fox and Kushner,0
Greenwich,31209,Fox and Kushner,0
Griswold,5276,Fox and Kushner,0
Groton,15357,Fox and Kushner,0
Guilford,13323,Fox and Kushner,0
Haddam,4970,Fox and Kushner,0
Hamden,27695,Fox and Kushner,0
Hampton,1059,Fox and Kushner,0
Hartford,33667,Fox and Kushner,0
Hartland,1238,Fox and Kushner,0
Harwinton,3407,Fox and Kushner,0
Hebron,5486,Fox and Kushner,0
Kent,1716,Fox and Kushner,0
Killingly,6888,Fox and Kushner,0
Killingworth,4015,Fox and Kushner,0
Lebanon,3948,Fox and Kushner,0
Ledyard,7300,Fox and Kushner,0
Lisbon,2181,Fox and Kushner,0
Litchfield,4859,Fox and Kushner,0
Lyme,1691,Fox and Kushner,0
Madison,10913,Fox and Kushner,0
Manchester,24838,Fox and Kushner,0
Mansfield,11481,Fox and Kushner,0
Marlborough,3639,Fox and Kushner,0
Meriden,22443,Fox and Kushner,0
Middlebury,4495,Fox and Kushner,0
Middlefield,2636,Fox and Kushner,0
Middletown,21244,Fox and Kushner,0
Milford,28151,Fox and Kushner,0
Monroe,10908,Fox and Kushner,0
Montville,7972,Fox and Kushner,0
Morris,1418,Fox and Kushner,0
Naugatuck,13182,Fox and Kushner,0
New Britain,22328,Fox and Kushner,0
New Canaan,10966,Fox and Kushner,0
New Fairfield,7677,Fox and Kushner,0
New Hartford,4122,Fox and Kushner,0
New Haven,41688,Fox and Kushner,0
New London,8687,Fox and Kushner,0
New Millford,13668,Fox and Kushner,0
Newington,15691,Fox and Kushner,0
Newtown,15359,Fox and Kushner,0
Norfolk,967,Fox and Kushner,0
North Branford,7654,Fox and Kushner,0
North Canaan,1509,Fox and Kushner,0
North Haven,13589,Fox and Kushner,0
North Stonington,3030,Fox and Kushner,0
Norwalk,38232,Fox and Kushner,0
Norwich,13476,Fox and Kushner,0
Old Lyme,4709,Fox and Kushner,0
Old Saybrook,6225,Fox and Kushner,0
Orange,8367,Fox and Kushner,0
Oxford,7343,Fox and Kushner,0
Plainfield,6120,Fox and Kushner,0
Plainville,8703,Fox and Kushner,0
Plymouth,5810,Fox and Kushner,0
Pomfret,2232,Fox and Kushner,0
Portland,5253,Fox and Kushner,0
Preston,2514,Fox and Kushner,0
Prospect,5585,Fox and Kushner,0
Putnam,3657,Fox and Kushner,0
Redding,5487,Fox and Kushner,0
Ridgefield,14296,Fox and Kushner,0
Rocky Hill,9838,Fox and Kushner,0
Roxbury,1474,Fox and Kushner,0
Salem,2346,Fox and Kushner,0
Salisbury,2331,Fox and Kushner,0
Scotland,909,Fox and Kushner,0
Seymour,8206,Fox and Kushner,0
Sharon,1416,Fox and Kushner,0
Shelton,20857,Fox and Kushner,0
Sherman,2137,Fox and Kushner,0
Simsbury,13984,Fox and Kushner,0
Somers,5694,Fox and Kushner,0
South Windsor,13954,Fox and Kushner,0
Southbury,11580,Fox and Kushner,0
Southington,23318,Fox and Kushner,0
Sprague,1509,Fox and Kushner,0
Stafford,6034,Fox and Kushner,0
Stamford,52258,Fox and Kushner,0
Sterling,1684,Fox and Kushner,0
Stonington,10173,Fox and Kushner,0
Stratford,25251,Fox and Kushner,0
Suffield,7558,Fox and Kushner,0
Thomaston,3971,Fox and Kushner,0
Thompson,4508,Fox and Kushner,0
Tolland,8499,Fox and Kushner,0
Torrington,15131,Fox and Kushner,0
Trumbull,19846,Fox and Kushner,0
Union,496,Fox and Kushner,0
Vernon,13559,Fox and Kushner,0
Voluntown,1385,Fox and Kushner,0
Wallingford,22636,Fox and Kushner,0
Warren,858,Fox and Kushner,0
Washington,2082,Fox and Kushner,0
Waterbury,33719,Fox and Kushner,0
Waterford,10683,Fox and Kushner,0
Watertown,11884,Fox and Kushner,0
West Hartford,33346,Fox and Kushner,0
West Haven,20969,Fox and Kushner,0
Westbrook,3792,Fox and Kushner,0
Weston,5712,Fox and Kushner,0
Westport,15444,Fox and Kushner,0
Wethersfield,14222,Fox and Kushner,0
Willington,2996,Fox and Kushner,0
Wilton,10391,Fox and Kushner,0
Winchester,4994,Fox and Kushner,0
Windham,8403,Fox and Kushner,0
Windsor,16016,Fox and Kushner,0
Windsor Locks,6146,Fox and Kushner,0
Wolcott,9092,Fox and Kushner,0
Woodbridge,5353,Fox and Kushner,0
Woodbury,5930,Fox and Kushner,3
Woodstock,4486,Fox and Kushner,0
Andover,1908,Hoefling and Schulin,0
Ansonia,7478,Hoefling and Schulin,0
Ashford,2332,Hoefling and Schulin,0
Avon,10602,Hoefling and Schulin,0
Barkhamsted,2200,Hoefling and Schulin,0
Beacon Falls,3332,Hoefling and Schulin,0
Berlin,11601,Hoefling and Schulin,0
Bethany,3380,Hoefling and Schulin,0
Bethel,9846,Hoefling and Schulin,0
Bethlehem,2317,Hoefling and Schulin,0
Bloomfield,11639,Hoefling and Schulin,0
Bolton,3002,Hoefling and Schulin,0
Bozrah,1390,Hoefling and Schulin,0
Branford,15605,Hoefling and Schulin,0
Bridgeport,39560,Hoefling and Schulin,0
Bridgewater,1141,Hoefling and Schulin,0
Bristol,26455,Hoefling and Schulin,0
Brookfield,9580,Hoefling and Schulin,0
Brooklyn,3720,Hoefling and Schulin,0
Burlington,5385,Hoefling and Schulin,0
Canaan,592,Hoefling and Schulin,0
Canterbury,2712,Hoefling and Schulin,0
Canton,6002,Hoefling and Schulin,0
Chaplin,1151,Hoefling and Schulin,0
Cheshire,15421,Hoefling and Schulin,0
Chester,2273,Hoefling and Schulin,0
Clinton,7191,Hoefling and Schulin,0
Colchester,8591,Hoefling and Schulin,0
Colebrook,899,Hoefling and Schulin,0
Columbia,3284,Hoefling and Schulin,0
Cornwall,923,Hoefling and Schulin,0
Coventry,6783,Hoefling and Schulin,0
Cromwell,7714,Hoefling and Schulin,0
Danbury,28849,Hoefling and Schulin,2
Darien,11265,Hoefling and Schulin,0
Deep River,2606,Hoefling and Schulin,0
Derby,5150,Hoefling and Schulin,0
Durham,4281,Hoefling and Schulin,0
East Granby,2950,Hoefling and Schulin,0
East Haddam,5087,Hoefling and Schulin,0
East Hampton,7245,Hoefling and Schulin,0
East Hartford,19047,Hoefling and Schulin,0
East Haven,12657,Hoefling and Schulin,0
East Lyme,10213,Hoefling and Schulin,0
East Windsor,5301,Hoefling and Schulin,0
Eastford,962,Hoefling and Schulin,0
Easton,4526,Hoefling and Schulin,0
Ellington,8202,Hoefling and Schulin,0
Enfield,18959,Hoefling and Schulin,1
Essex,4092,Hoefling and Schulin,0
Fairfield,31553,Hoefling and Schulin,0
Farmington,14303,Hoefling and Schulin,0
Franklin,1097,Hoefling and Schulin,0
Glastonbury,19625,Hoefling and Schulin,0
Goshen,1823,Hoefling and Schulin,0
Granby,6509,Hoefling and Schulin,0
Greenwich,31209,Hoefling and Schulin,0
Griswold,5276,Hoefling and Schulin,0
Groton,15357,Hoefling and Schulin,0
Guilford,13323,Hoefling and Schulin,0
Haddam,4970,Hoefling and Schulin,0
Hamden,27695,Hoefling and Schulin,0
Hampton,1059,Hoefling and Schulin,0
Hartford,33667,Hoefling and Schulin,0
Hartland,1238,Hoefling and Schulin,0
Harwinton,3407,Hoefling and Schulin,0
Hebron,5486,Hoefling and Schulin,0
Kent,1716,Hoefling and Schulin,0
Killingly,6888,Hoefling and Schulin,0
Killingworth,4015,Hoefling and Schulin,0
Lebanon,3948,Hoefling and Schulin,0
Ledyard,7300,Hoefling and Schulin,0
Lisbon,2181,Hoefling and Schulin,0
Litchfield,4859,Hoefling and Schulin,0
Lyme,1691,Hoefling and Schulin,0
Madison,10913,Hoefling and Schulin,0
Manchester,24838,Hoefling and Schulin,0
Mansfield,11481,Hoefling and Schulin,3
Marlborough,3639,Hoefling and Schulin,1
Meriden,22443,Hoefling and Schulin,0
Middlebury,4495,Hoefling and Schulin,0
Middlefield,2636,Hoefling and Schulin,0
Middletown,21244,Hoefling and Schulin,0
Milford,28151,Hoefling and Schulin,4
Monroe,10908,Hoefling and Schulin,0
Montville,7972,Hoefling and Schulin,0
Morris,1418,Hoefling and Schulin,0
Naugatuck,13182,Hoefling and Schulin,0
New Britain,22328,Hoefling and Schulin,0
New Canaan,10966,Hoefling and Schulin,0
New Fairfield,7677,Hoefling and Schulin,0
New Hartford,4122,Hoefling and Schulin,0
New Haven,41688,Hoefling and Schulin,0
New London,8687,Hoefling and Schulin,0
New Millford,13668,Hoefling and Schulin,1
Newington,15691,Hoefling and Schulin,1
Newtown,15359,Hoefling and Schulin,0
Norfolk,967,Hoefling and Schulin,0
North Branford,7654,Hoefling and Schulin,0
North Canaan,1509,Hoefling and Schulin,0
North Haven,13589,Hoefling and Schulin,0
North Stonington,3030,Hoefling and Schulin,0
Norwalk,38232,Hoefling and Schulin,0
Norwich,13476,Hoefling and Schulin,0
Old Lyme,4709,Hoefling and Schulin,0
Old Saybrook,6225,Hoefling and Schulin,0
Orange,8367,Hoefling and Schulin,0
Oxford,7343,Hoefling and Schulin,1
Plainfield,6120,Hoefling and Schulin,0
Plainville,8703,Hoefling and Schulin,0
Plymouth,5810,Hoefling and Schulin,0
Pomfret,2232,Hoefling and Schulin,0
Portland,5253,Hoefling and Schulin,0
Preston,2514,Hoefling and Schulin,0
Prospect,5585,Hoefling and Schulin,0
Putnam,3657,Hoefling and Schulin,0
Redding,5487,Hoefling and Schulin,0
Ridgefield,14296,Hoefling and Schulin,1
Rocky Hill,9838,Hoefling and Schulin,0
Roxbury,1474,Hoefling and Schulin,0
Salem,2346,Hoefling and Schulin,0
Salisbury,2331,Hoefling and Schulin,0
Scotland,909,Hoefling and Schulin,0
Seymour,8206,Hoefling and Schulin,0
Sharon,1416,Hoefling and Schulin,0
Shelton,20857,Hoefling and Schulin,0
Sherman,2137,Hoefling and Schulin,0
Simsbury,13984,Hoefling and Schulin,0
Somers,5694,Hoefling and Schulin,5
South Windsor,13954,Hoefling and Schulin,0
Southbury,11580,Hoefling and Schulin,1
Southington,23318,Hoefling and Schulin,0
Sprague,1509,Hoefling and Schulin,0
Stafford,6034,Hoefling and Schulin,0
Stamford,52258,Hoefling and Schulin,1
Sterling,1684,Hoefling and Schulin,0
Stonington,10173,Hoefling and Schulin,0
Stratford,25251,Hoefling and Schulin,0
Suffield,7558,Hoefling and Schulin,0
Thomaston,3971,Hoefling and Schulin,0
Thompson,4508,Hoefling and Schulin,0
Tolland,8499,Hoefling and Schulin,0
Torrington,15131,Hoefling and Schulin,1
Trumbull,19846,Hoefling and Schulin,0
Union,496,Hoefling and Schulin,0
Vernon,13559,Hoefling and Schulin,0
Voluntown,1385,Hoefling and Schulin,0
Wallingford,22636,Hoefling and Schulin,1
Warren,858,Hoefling and Schulin,0
Washington,2082,Hoefling and Schulin,0
Waterbury,33719,Hoefling and Schulin,0
Waterford,10683,Hoefling and Schulin,1
Watertown,11884,Hoefling and Schulin,0
West Hartford,33346,Hoefling and Schulin,0
West Haven,20969,Hoefling and Schulin,0
Westbrook,3792,Hoefling and Schulin,0
Weston,5712,Hoefling and Schulin,0
Westport,15444,Hoefling and Schulin,0
Wethersfield,14222,Hoefling and Schulin,0
Willington,2996,Hoefling and Schulin,0
Wilton,10391,Hoefling and Schulin,0
Winchester,4994,Hoefling and Schulin,0
Windham,8403,Hoefling and Schulin,0
Windsor,16016,Hoefling and Schulin,1
Windsor Locks,6146,Hoefling and Schulin,0
Wolcott,9092,Hoefling and Schulin,0
Woodbridge,5353,Hoefling and Schulin,0
Woodbury,5930,Hoefling and Schulin,3
Woodstock,4486,Hoefling and Schulin,2
Andover,1908,Johnson and Weld,79
Ansonia,7478,Johnson and Weld,209
Ashford,2332,Johnson and Weld,108
Avon,10602,Johnson and Weld,361
Barkhamsted,2200,Johnson and Weld,94
Beacon Falls,3332,Johnson and Weld,134
Berlin,11601,Johnson and Weld,326
Bethany,3380,Johnson and Weld,112
Bethel,9846,Johnson and Weld,318
Bethlehem,2317,Johnson and Weld,59
Bloomfield,11639,Johnson and Weld,183
Bolton,3002,Johnson and Weld,120
Bozrah,1390,Johnson and Weld,58
Branford,15605,Johnson and Weld,344
Bridgeport,39560,Johnson and Weld,428
Bridgewater,1141,Johnson and Weld,33
Bristol,26455,Johnson and Weld,734
Brookfield,9580,Johnson and Weld,279
Brooklyn,3720,Johnson and Weld,141
Burlington,5385,Johnson and Weld,201
Canaan,592,Johnson and Weld,23
Canterbury,2712,Johnson and Weld,111
Canton,6002,Johnson and Weld,187
