Town Name,Vote Totals,variable,value
Chaplin,1151,Johnson and Weld,55
Cheshire,15421,Johnson and Weld,538
Chester,2273,Johnson and Weld,82
Clinton,7191,Johnson and Weld,176
Colchester,8591,Johnson and Weld,407
Colebrook,899,Johnson and Weld,28
Columbia,3284,Johnson and Weld,151
Cornwall,923,Johnson and Weld,27
Coventry,6783,Johnson and Weld,314
Cromwell,7714,Johnson and Weld,289
Danbury,28849,Johnson and Weld,749
Darien,11265,Johnson and Weld,586
Deep River,2606,Johnson and Weld,74
Derby,5150,Johnson and Weld,109
Durham,4281,Johnson and Weld,158
East Granby,2950,Johnson and Weld,149
East Haddam,5087,Johnson and Weld,164
East Hampton,7245,Johnson and Weld,277
East Hartford,19047,Johnson and Weld,406
East Haven,12657,Johnson and Weld,218
East Lyme,10213,Johnson and Weld,330
East Windsor,5301,Johnson and Weld,158
Eastford,962,Johnson and Weld,48
Easton,4526,Johnson and Weld,127
Ellington,8202,Johnson and Weld,322
Enfield,18959,Johnson and Weld,755
Essex,4092,Johnson and Weld,114
Fairfield,31553,Johnson and Weld,985
Farmington,14303,Johnson and Weld,477
Franklin,1097,Johnson and Weld,48
Glastonbury,19625,Johnson and Weld,726
Goshen,1823,Johnson and Weld,61
Granby,6509,Johnson and Weld,292
Greenwich,31209,Johnson and Weld,1050
Griswold,5276,Johnson and Weld,232
Groton,15357,Johnson and Weld,662
Guilford,13323,Johnson and Weld,338
Haddam,4970,Johnson and Weld,171
Hamden,27695,Johnson and Weld,549
Hampton,1059,Johnson and Weld,37
Hartford,33667,Johnson and Weld,356
Hartland,1238,Johnson and Weld,48
Harwinton,3407,Johnson and Weld,117
Hebron,5486,Johnson and Weld,206
Kent,1716,Johnson and Weld,45
Killingly,6888,Johnson and Weld,326
Killingworth,4015,Johnson and Weld,119
Lebanon,3948,Johnson and Weld,174
Ledyard,7300,Johnson and Weld,350
Lisbon,2181,Johnson and Weld,83
Litchfield,4859,Johnson and Weld,180
Lyme,1691,Johnson and Weld,73
Madison,10913,Johnson and Weld,334
Manchester,24838,Johnson and Weld,864
Mansfield,11481,Johnson and Weld,429
Marlborough,3639,Johnson and Weld,128
Meriden,22443,Johnson and Weld,635
Middlebury,4495,Johnson and Weld,148
Middlefield,2636,Johnson and Weld,78
Middletown,21244,Johnson and Weld,639
Milford,28151,Johnson and Weld,791
Monroe,10908,Johnson and Weld,353
Montville,7972,Johnson and Weld,327
Morris,1418,Johnson and Weld,41
Naugatuck,13182,Johnson and Weld,440
New Britain,22328,Johnson and Weld,406
New Canaan,10966,Johnson and Weld,511
New Fairfield,7677,Johnson and Weld,204
New Hartford,4122,Johnson and Weld,146
New Haven,41688,Johnson and Weld,493
New London,8687,Johnson and Weld,217
New Millford,13668,Johnson and Weld,433
Newington,15691,Johnson and Weld,479
Newtown,15359,Johnson and Weld,505
Norfolk,967,Johnson and Weld,20
North Branford,7654,Johnson and Weld,175
North Canaan,1509,Johnson and Weld,52
North Haven,13589,Johnson and Weld,323
North Stonington,3030,Johnson and Weld,124
Norwalk,38232,Johnson and Weld,968
Norwich,13476,Johnson and Weld,511
Old Lyme,4709,Johnson and Weld,142
Old Saybrook,6225,Johnson and Weld,133
Orange,8367,Johnson and Weld,216
Oxford,7343,Johnson and Weld,178
Plainfield,6120,Johnson and Weld,300
Plainville,8703,Johnson and Weld,254
Plymouth,5810,Johnson and Weld,113
Pomfret,2232,Johnson and Weld,94
Portland,5253,Johnson and Weld,186
Preston,2514,Johnson and Weld,97
Prospect,5585,Johnson and Weld,156
Putnam,3657,Johnson and Weld,161
Redding,5487,Johnson and Weld,185
Ridgefield,14296,Johnson and Weld,516
Rocky Hill,9838,Johnson and Weld,304
Roxbury,1474,Johnson and Weld,55
Salem,2346,Johnson and Weld,98
Salisbury,2331,Johnson and Weld,73
Scotland,909,Johnson and Weld,58
Seymour,8206,Johnson and Weld,227
Sharon,1416,Johnson and Weld,50
Shelton,20857,Johnson and Weld,520
Sherman,2137,Johnson and Weld,67
Simsbury,13984,Johnson and Weld,598
Somers,5694,Johnson and Weld,163
South Windsor,13954,Johnson and Weld,498
Southbury,11580,Johnson and Weld,347
Southington,23318,Johnson and Weld,743
Sprague,1509,Johnson and Weld,78
Stafford,6034,Johnson and Weld,296
Stamford,52258,Johnson and Weld,1184
Sterling,1684,Johnson and Weld,67
Stonington,10173,Johnson and Weld,302
Stratford,25251,Johnson and Weld,570
Suffield,7558,Johnson and Weld,307
Thomaston,3971,Johnson and Weld,152
Thompson,4508,Johnson and Weld,216
Tolland,8499,Johnson and Weld,399
Torrington,15131,Johnson and Weld,515
Trumbull,19846,Johnson and Weld,495
Union,496,Johnson and Weld,22
Vernon,13559,Johnson and Weld,553
Voluntown,1385,Johnson and Weld,63
Wallingford,22636,Johnson and Weld,716
Warren,858,Johnson and Weld,35
Washington,2082,Johnson and Weld,57
Waterbury,33719,Johnson and Weld,612
Waterford,10683,Johnson and Weld,368
Watertown,11884,Johnson and Weld,300
West Hartford,33346,Johnson and Weld,993
West Haven,20969,Johnson and Weld,422
Westbrook,3792,Johnson and Weld,100
Weston,5712,Johnson and Weld,208
Westport,15444,Johnson and Weld,472
Wethersfield,14222,Johnson and Weld,447
Willington,2996,Johnson and Weld,127
Wilton,10391,Johnson and Weld,411
Winchester,4994,Johnson and Weld,146
Windham,8403,Johnson and Weld,271
Windsor,16016,Johnson and Weld,385
Windsor Locks,6146,Johnson and Weld,232
Wolcott,9092,Johnson and Weld,235
Woodbridge,5353,Johnson and Weld,120
Woodbury,5930,Johnson and Weld,149
Woodstock,4486,Johnson and Weld,187
Andover,1908,Klojzy Jr. and LeMay,0
Ansonia,7478,Klojzy Jr. and LeMay,0
Ashford,2332,Klojzy Jr. and LeMay,0
Avon,10602,Klojzy Jr. and LeMay,0
Barkhamsted,2200,Klojzy Jr. and LeMay,0
Beacon Falls,3332,Klojzy Jr. and LeMay,0
Berlin,11601,Klojzy Jr. and LeMay,0
Bethany,3380,Klojzy Jr. and LeMay,0
Bethel,9846,Klojzy Jr. and LeMay,0
Bethlehem,2317,Klojzy Jr. and LeMay,0
Bloomfield,11639,Klojzy Jr. and LeMay,0
Bolton,3002,Klojzy Jr. and LeMay,0
Bozrah,1390,Klojzy Jr. and LeMay,0
Branford,15605,Klojzy Jr. and LeMay,0
Bridgeport,39560,Klojzy Jr. and LeMay,0
Bridgewater,1141,Klojzy Jr. and LeMay,0
Bristol,26455,Klojzy Jr. and LeMay,0
Brookfield,9580,Klojzy Jr. and LeMay,0
Brooklyn,3720,Klojzy Jr. and LeMay,0
Burlington,5385,Klojzy Jr. and LeMay,0
Canaan,592,Klojzy Jr. and LeMay,0
Canterbury,2712,Klojzy Jr. and LeMay,0
Canton,6002,Klojzy Jr. and LeMay,0
Chaplin,1151,Klojzy Jr. and LeMay,0
Cheshire,15421,Klojzy Jr. and LeMay,0
Chester,2273,Klojzy Jr. and LeMay,0
Clinton,7191,Klojzy Jr. and LeMay,0
Colchester,8591,Klojzy Jr. and LeMay,0
Colebrook,899,Klojzy Jr. and LeMay,0
Columbia,3284,Klojzy Jr. and LeMay,0
Cornwall,923,Klojzy Jr. and LeMay,0
Coventry,6783,Klojzy Jr. and LeMay,0
Cromwell,7714,Klojzy Jr. and LeMay,0
Danbury,28849,Klojzy Jr. and LeMay,0
Darien,11265,Klojzy Jr. and LeMay,0
Deep River,2606,Klojzy Jr. and LeMay,0
Derby,5150,Klojzy Jr. and LeMay,0
Durham,4281,Klojzy Jr. and LeMay,0
East Granby,2950,Klojzy Jr. and LeMay,0
East Haddam,5087,Klojzy Jr. and LeMay,0
East Hampton,7245,Klojzy Jr. and LeMay,0
East Hartford,19047,Klojzy Jr. and LeMay,0
East Haven,12657,Klojzy Jr. and LeMay,0
East Lyme,10213,Klojzy Jr. and LeMay,0
East Windsor,5301,Klojzy Jr. and LeMay,0
Eastford,962,Klojzy Jr. and LeMay,0
Easton,4526,Klojzy Jr. and LeMay,0
Ellington,8202,Klojzy Jr. and LeMay,0
Enfield,18959,Klojzy Jr. and LeMay,0
Essex,4092,Klojzy Jr. and LeMay,0
Fairfield,31553,Klojzy Jr. and LeMay,0
Farmington,14303,Klojzy Jr. and LeMay,0
Franklin,1097,Klojzy Jr. and LeMay,0
Glastonbury,19625,Klojzy Jr. and LeMay,0
Goshen,1823,Klojzy Jr. and LeMay,0
Granby,6509,Klojzy Jr. and LeMay,0
Greenwich,31209,Klojzy Jr. and LeMay,0
Griswold,5276,Klojzy Jr. and LeMay,0
Groton,15357,Klojzy Jr. and LeMay,0
Guilford,13323,Klojzy Jr. and LeMay,0
Haddam,4970,Klojzy Jr. and LeMay,0
Hamden,27695,Klojzy Jr. and LeMay,0
Hampton,1059,Klojzy Jr. and LeMay,0
Hartford,33667,Klojzy Jr. and LeMay,0
Hartland,1238,Klojzy Jr. and LeMay,0
Harwinton,3407,Klojzy Jr. and LeMay,0
Hebron,5486,Klojzy Jr. and LeMay,0
Kent,1716,Klojzy Jr. and LeMay,0
Killingly,6888,Klojzy Jr. and LeMay,0
Killingworth,4015,Klojzy Jr. and LeMay,0
Lebanon,3948,Klojzy Jr. and LeMay,0
Ledyard,7300,Klojzy Jr. and LeMay,0
Lisbon,2181,Klojzy Jr. and LeMay,0
Litchfield,4859,Klojzy Jr. and LeMay,0
Lyme,1691,Klojzy Jr. and LeMay,0
Madison,10913,Klojzy Jr. and LeMay,0
Manchester,24838,Klojzy Jr. and LeMay,1
Mansfield,11481,Klojzy Jr. and LeMay,0
Marlborough,3639,Klojzy Jr. and LeMay,0
Meriden,22443,Klojzy Jr. and LeMay,0
Middlebury,4495,Klojzy Jr. and LeMay,0
Middlefield,2636,Klojzy Jr. and LeMay,0
Middletown,21244,Klojzy Jr. and LeMay,0
Milford,28151,Klojzy Jr. and LeMay,0
Monroe,10908,Klojzy Jr. and LeMay,0
Montville,7972,Klojzy Jr. and LeMay,0
Morris,1418,Klojzy Jr. and LeMay,0
Naugatuck,13182,Klojzy Jr. and LeMay,0
New Britain,22328,Klojzy Jr. and LeMay,0
New Canaan,10966,Klojzy Jr. and LeMay,0
New Fairfield,7677,Klojzy Jr. and LeMay,0
New Hartford,4122,Klojzy Jr. and LeMay,0
New Haven,41688,Klojzy Jr. and LeMay,0
New London,8687,Klojzy Jr. and LeMay,0
New Millford,13668,Klojzy Jr. and LeMay,0
Newington,15691,Klojzy Jr. and LeMay,0
Newtown,15359,Klojzy Jr. and LeMay,0
Norfolk,967,Klojzy Jr. and LeMay,0
North Branford,7654,Klojzy Jr. and LeMay,0
North Canaan,1509,Klojzy Jr. and LeMay,0
North Haven,13589,Klojzy Jr. and LeMay,0
North Stonington,3030,Klojzy Jr. and LeMay,0
Norwalk,38232,Klojzy Jr. and LeMay,0
Norwich,13476,Klojzy Jr. and LeMay,0
Old Lyme,4709,Klojzy Jr. and LeMay,0
Old Saybrook,6225,Klojzy Jr. and LeMay,0
Orange,8367,Klojzy Jr. and LeMay,0
Oxford,7343,Klojzy Jr. and LeMay,0
Plainfield,6120,Klojzy Jr. and LeMay,0
Plainville,8703,Klojzy Jr. and LeMay,0
Plymouth,5810,Klojzy Jr. and LeMay,0
Pomfret,2232,Klojzy Jr. and LeMay,0
Portland,5253,Klojzy Jr. and LeMay,0
Preston,2514,Klojzy Jr. and LeMay,0
Prospect,5585,Klojzy Jr. and LeMay,0
Putnam,3657,Klojzy Jr. and LeMay,0
Redding,5487,Klojzy Jr. and LeMay,0
Ridgefield,14296,Klojzy Jr. and LeMay,0
Rocky Hill,9838,Klojzy Jr. and LeMay,0
Roxbury,1474,Klojzy Jr. and LeMay,0
Salem,2346,Klojzy Jr. and LeMay,0
Salisbury,2331,Klojzy Jr. and LeMay,0
Scotland,909,Klojzy Jr. and LeMay,0
Seymour,8206,Klojzy Jr. and LeMay,0
Sharon,1416,Klojzy Jr. and LeMay,0
Shelton,20857,Klojzy Jr. and LeMay,0
Sherman,2137,Klojzy Jr. and LeMay,0
Simsbury,13984,Klojzy Jr. and LeMay,0
Somers,5694,Klojzy Jr. and LeMay,0
South Windsor,13954,Klojzy Jr. and LeMay,0
Southbury,11580,Klojzy Jr. and LeMay,0
Southington,23318,Klojzy Jr. and LeMay,0
Sprague,1509,Klojzy Jr. and LeMay,0
Stafford,6034,Klojzy Jr. and LeMay,0
Stamford,52258,Klojzy Jr. and LeMay,0
Sterling,1684,Klojzy Jr. and LeMay,0
Stonington,10173,Klojzy Jr. and LeMay,0
Stratford,25251,Klojzy Jr. and LeMay,0
Suffield,7558,Klojzy Jr. and LeMay,0
Thomaston,3971,Klojzy Jr. and LeMay,0
Thompson,4508,Klojzy Jr. and LeMay,0
Tolland,8499,Klojzy Jr. and LeMay,0
Torrington,15131,Klojzy Jr. and LeMay,0
Trumbull,19846,Klojzy Jr. and LeMay,0
Union,496,Klojzy Jr. and LeMay,0
Vernon,13559,Klojzy Jr. and LeMay,2
Voluntown,1385,Klojzy Jr. and LeMay,0
Wallingford,22636,Klojzy Jr. and LeMay,0
Warren,858,Klojzy Jr. and LeMay,0
Washington,2082,Klojzy Jr. and LeMay,0
Waterbury,33719,Klojzy Jr. and LeMay,0
Waterford,10683,Klojzy Jr. and LeMay,0
Watertown,11884,Klojzy Jr. and LeMay,0
West Hartford,33346,Klojzy Jr. and LeMay,0
West Haven,20969,Klojzy Jr. and LeMay,0
Westbrook,3792,Klojzy Jr. and LeMay,0
Weston,5712,Klojzy Jr. and LeMay,0
Westport,15444,Klojzy Jr. and LeMay,0
Wethersfield,14222,Klojzy Jr. and LeMay,0
Willington,2996,Klojzy Jr. and LeMay,0
Wilton,10391,Klojzy Jr. and LeMay,0
Winchester,4994,Klojzy Jr. and LeMay,0
Windham,8403,Klojzy Jr. and LeMay,0
Windsor,16016,Klojzy Jr. and LeMay,0
Windsor Locks,6146,Klojzy Jr. and LeMay,0
Wolcott,9092,Klojzy Jr. and LeMay,0
Woodbridge,5353,Klojzy Jr. and LeMay,0
Woodbury,5930,Klojzy Jr. and LeMay,3
Woodstock,4486,Klojzy Jr. and LeMay,0
Andover,1908,Kotlikoff and Leamer,0
Ansonia,7478,Kotlikoff and Leamer,0
Ashford,2332,Kotlikoff and Leamer,0
Avon,10602,Kotlikoff and Leamer,0
Barkhamsted,2200,Kotlikoff and Leamer,0
Beacon Falls,3332,Kotlikoff and Leamer,1
Berlin,11601,Kotlikoff and Leamer,0
Bethany,3380,Kotlikoff and Leamer,0
Bethel,9846,Kotlikoff and Leamer,0
Bethlehem,2317,Kotlikoff and Leamer,0
Bloomfield,11639,Kotlikoff and Leamer,0
Bolton,3002,Kotlikoff and Leamer,0
Bozrah,1390,Kotlikoff and Leamer,0
Branford,15605,Kotlikoff and Leamer,0
Bridgeport,39560,Kotlikoff and Leamer,0
Bridgewater,1141,Kotlikoff and Leamer,0
Bristol,26455,Kotlikoff and Leamer,0
Brookfield,9580,Kotlikoff and Leamer,0
Brooklyn,3720,Kotlikoff and Leamer,0
Burlington,5385,Kotlikoff and Leamer,0
Canaan,592,Kotlikoff and Leamer,0
Canterbury,2712,Kotlikoff and Leamer,0
Canton,6002,Kotlikoff and Leamer,0
Chaplin,1151,Kotlikoff and Leamer,0
Cheshire,15421,Kotlikoff and Leamer,0
Chester,2273,Kotlikoff and Leamer,0
Clinton,7191,Kotlikoff and Leamer,0
Colchester,8591,Kotlikoff and Leamer,0
Colebrook,899,Kotlikoff and Leamer,0
Columbia,3284,Kotlikoff and Leamer,0
Cornwall,923,Kotlikoff and Leamer,0
Coventry,6783,Kotlikoff and Leamer,0
Cromwell,7714,Kotlikoff and Leamer,2
Danbury,28849,Kotlikoff and Leamer,0
Darien,11265,Kotlikoff and Leamer,0
Deep River,2606,Kotlikoff and Leamer,0
Derby,5150,Kotlikoff and Leamer,0
Durham,4281,Kotlikoff and Leamer,0
East Granby,2950,Kotlikoff and Leamer,0
East Haddam,5087,Kotlikoff and Leamer,0
East Hampton,7245,Kotlikoff and Leamer,2
East Hartford,19047,Kotlikoff and Leamer,0
East Haven,12657,Kotlikoff and Leamer,0
East Lyme,10213,Kotlikoff and Leamer,0
East Windsor,5301,Kotlikoff and Leamer,0
Eastford,962,Kotlikoff and Leamer,0
Easton,4526,Kotlikoff and Leamer,0
Ellington,8202,Kotlikoff and Leamer,0
Enfield,18959,Kotlikoff and Leamer,0
Essex,4092,Kotlikoff and Leamer,0
Fairfield,31553,Kotlikoff and Leamer,1
Farmington,14303,Kotlikoff and Leamer,0
Franklin,1097,Kotlikoff and Leamer,0
Glastonbury,19625,Kotlikoff and Leamer,0
Goshen,1823,Kotlikoff and Leamer,0
Granby,6509,Kotlikoff and Leamer,0
Greenwich,31209,Kotlikoff and Leamer,0
Griswold,5276,Kotlikoff and Leamer,0
Groton,15357,Kotlikoff and Leamer,1
Guilford,13323,Kotlikoff and Leamer,0
Haddam,4970,Kotlikoff and Leamer,0
Hamden,27695,Kotlikoff and Leamer,0
Hampton,1059,Kotlikoff and Leamer,0
Hartford,33667,Kotlikoff and Leamer,0
Hartland,1238,Kotlikoff and Leamer,0
Harwinton,3407,Kotlikoff and Leamer,1
Hebron,5486,Kotlikoff and Leamer,0
Kent,1716,Kotlikoff and Leamer,0
Killingly,6888,Kotlikoff and Leamer,0
Killingworth,4015,Kotlikoff and Leamer,0
Lebanon,3948,Kotlikoff and Leamer,0
Ledyard,7300,Kotlikoff and Leamer,0
Lisbon,2181,Kotlikoff and Leamer,0
Litchfield,4859,Kotlikoff and Leamer,0
Lyme,1691,Kotlikoff and Leamer,0
Madison,10913,Kotlikoff and Leamer,0
Manchester,24838,Kotlikoff and Leamer,0
Mansfield,11481,Kotlikoff and Leamer,0
Marlborough,3639,Kotlikoff and Leamer,0
Meriden,22443,Kotlikoff and Leamer,0
Middlebury,4495,Kotlikoff and Leamer,0
Middlefield,2636,Kotlikoff and Leamer,0
Middletown,21244,Kotlikoff and Leamer,0
Milford,28151,Kotlikoff and Leamer,0
Monroe,10908,Kotlikoff and Leamer,0
Montville,7972,Kotlikoff and Leamer,0
Morris,1418,Kotlikoff and Leamer,0
Naugatuck,13182,Kotlikoff and Leamer,0
New Britain,22328,Kotlikoff and Leamer,1
New Canaan,10966,Kotlikoff and Leamer,0
New Fairfield,7677,Kotlikoff and Leamer,0
New Hartford,4122,Kotlikoff and Leamer,0
New Haven,41688,Kotlikoff and Leamer,0
New London,8687,Kotlikoff and Leamer,0
New Millford,13668,Kotlikoff and Leamer,0
Newington,15691,Kotlikoff and Leamer,0
Newtown,15359,Kotlikoff and Leamer,0
Norfolk,967,Kotlikoff and Leamer,0
North Branford,7654,Kotlikoff and Leamer,0
North Canaan,1509,Kotlikoff and Leamer,0
North Haven,13589,Kotlikoff and Leamer,0
North Stonington,3030,Kotlikoff and Leamer,0
Norwalk,38232,Kotlikoff and Leamer,0
Norwich,13476,Kotlikoff and Leamer,0
Old Lyme,4709,Kotlikoff and Leamer,0
Old Saybrook,6225,Kotlikoff and Leamer,1
Orange,8367,Kotlikoff and Leamer,0
Oxford,7343,Kotlikoff and Leamer,0
Plainfield,6120,Kotlikoff and Leamer,1
Plainville,8703,Kotlikoff and Leamer,0
Plymouth,5810,Kotlikoff and Leamer,0
Pomfret,2232,Kotlikoff and Leamer,0
Portland,5253,Kotlikoff and Leamer,0
Preston,2514,Kotlikoff and Leamer,0
Prospect,5585,Kotlikoff and Leamer,1
Putnam,3657,Kotlikoff and Leamer,0
Redding,5487,Kotlikoff and Leamer,1
Ridgefield,14296,Kotlikoff and Leamer,0
Rocky Hill,9838,Kotlikoff and Leamer,0
Roxbury,1474,Kotlikoff and Leamer,0
Salem,2346,Kotlikoff and Leamer,0
Salisbury,2331,Kotlikoff and Leamer,0
Scotland,909,Kotlikoff and Leamer,0
Seymour,8206,Kotlikoff and Leamer,0
Sharon,1416,Kotlikoff and Leamer,0
Shelton,20857,Kotlikoff and Leamer,0
Sherman,2137,Kotlikoff and Leamer,0
Simsbury,13984,Kotlikoff and Leamer,0
Somers,5694,Kotlikoff and Leamer,0
South Windsor,13954,Kotlikoff and Leamer,0
Southbury,11580,Kotlikoff and Leamer,0
Southington,23318,Kotlikoff and Leamer,1
Sprague,1509,Kotlikoff and Leamer,0
Stafford,6034,Kotlikoff and Leamer,0
Stamford,52258,Kotlikoff and Leamer,0
Sterling,1684,Kotlikoff and Leamer,0
Stonington,10173,Kotlikoff and Leamer,0
Stratford,25251,Kotlikoff and Leamer,0
Suffield,7558,Kotlikoff and Leamer,0
Thomaston,3971,Kotlikoff and Leamer,0
Thompson,4508,Kotlikoff and Leamer,0
Tolland,8499,Kotlikoff and Leamer,0
Torrington,15131,Kotlikoff and Leamer,0
Trumbull,19846,Kotlikoff and Leamer,1
Union,496,Kotlikoff and Leamer,0
Vernon,13559,Kotlikoff and Leamer,0
Voluntown,1385,Kotlikoff and Leamer,0
Wallingford,22636,Kotlikoff and Leamer,0
Warren,858,Kotlikoff and Leamer,0
Washington,2082,Kotlikoff and Leamer,0
Waterbury,33719,Kotlikoff and Leamer,0
Waterford,10683,Kotlikoff and Leamer,0
Watertown,11884,Kotlikoff and Leamer,0
West Hartford,33346,Kotlikoff and Leamer,1
West Haven,20969,Kotlikoff and Leamer,0
Westbrook,3792,Kotlikoff and Leamer,0
Weston,5712,Kotlikoff and Leamer,0
Westport,15444,Kotlikoff and Leamer,1
Wethersfield,14222,Kotlikoff and Leamer,3
Willington,2996,Kotlikoff and Leamer,0
Wilton,10391,Kotlikoff and Leamer,0
Winchester,4994,Kotlikoff and Leamer,0
Windham,8403,Kotlikoff and Leamer,0
Windsor,16016,Kotlikoff and Leamer,0
Windsor Locks,6146,Kotlikoff and Leamer,0
Wolcott,9092,Kotlikoff and Leamer,0
Woodbridge,5353,Kotlikoff and Leamer,0
Woodbury,5930,Kotlikoff and Leamer,3
Woodstock,4486,Kotlikoff and Leamer,0
Andover,1908,La Riva and Puryear,0
Ansonia,7478,La Riva and Puryear,0
Ashford,2332,La Riva and Puryear,0
Avon,10602,La Riva and Puryear,0
Barkhamsted,2200,La Riva and Puryear,0
Beacon Falls,3332,La Riva and Puryear,0
Berlin,11601,La Riva and Puryear,0
Bethany,3380,La Riva and Puryear,0
Bethel,9846,La Riva and Puryear,1
Bethlehem,2317,La Riva and Puryear,0
Bloomfield,11639,La Riva and Puryear,0
Bolton,3002,La Riva and Puryear,1
Bozrah,1390,La Riva and Puryear,0
Branford,15605,La Riva and Puryear,0
Bridgeport,39560,La Riva and Puryear,0
Bridgewater,1141,La Riva and Puryear,0
Bristol,26455,La Riva and Puryear,0
Brookfield,9580,La Riva and Puryear,0
Brooklyn,3720,La Riva and Puryear,0
Burlington,5385,La Riva and Puryear,0
Canaan,592,La Riva and Puryear,0
Canterbury,2712,La Riva and Puryear,0
Canton,6002,La Riva and Puryear,1
Chaplin,1151,La Riva and Puryear,0
Cheshire,15421,La Riva and Puryear,0
Chester,2273,La Riva and Puryear,0
Clinton,7191,La Riva and Puryear,0
Colchester,8591,La Riva and Puryear,0
Colebrook,899,La Riva and Puryear,0
Columbia,3284,La Riva and Puryear,0
Cornwall,923,La Riva and Puryear,0
Coventry,6783,La Riva and Puryear,0
Cromwell,7714,La Riva and Puryear,0
Danbury,28849,La Riva and Puryear,0
Darien,11265,La Riva and Puryear,0
Deep River,2606,La Riva and Puryear,0
Derby,5150,La Riva and Puryear,0
Durham,4281,La Riva and Puryear,0
East Granby,2950,La Riva and Puryear,0
East Haddam,5087,La Riva and Puryear,0
East Hampton,7245,La Riva and Puryear,0
East Hartford,19047,La Riva and Puryear,0
East Haven,12657,La Riva and Puryear,0
East Lyme,10213,La Riva and Puryear,1
East Windsor,5301,La Riva and Puryear,0
Eastford,962,La Riva and Puryear,0
Easton,4526,La Riva and Puryear,0
Ellington,8202,La Riva and Puryear,0
Enfield,18959,La Riva and Puryear,0
Essex,4092,La Riva and Puryear,0
Fairfield,31553,La Riva and Puryear,0
Farmington,14303,La Riva and Puryear,0
Franklin,1097,La Riva and Puryear,0
Glastonbury,19625,La Riva and Puryear,0
Goshen,1823,La Riva and Puryear,0
Granby,6509,La Riva and Puryear,0
Greenwich,31209,La Riva and Puryear,0
Griswold,5276,La Riva and Puryear,1
Groton,15357,La Riva and Puryear,0
Guilford,13323,La Riva and Puryear,0
Haddam,4970,La Riva and Puryear,0
Hamden,27695,La Riva and Puryear,1
Hampton,1059,La Riva and Puryear,0
Hartford,33667,La Riva and Puryear,0
Hartland,1238,La Riva and Puryear,0
Harwinton,3407,La Riva and Puryear,0
Hebron,5486,La Riva and Puryear,0
Kent,1716,La Riva and Puryear,0
Killingly,6888,La Riva and Puryear,0
Killingworth,4015,La Riva and Puryear,0
Lebanon,3948,La Riva and Puryear,0
Ledyard,7300,La Riva and Puryear,0
Lisbon,2181,La Riva and Puryear,0
Litchfield,4859,La Riva and Puryear,0
Lyme,1691,La Riva and Puryear,0
Madison,10913,La Riva and Puryear,0
Manchester,24838,La Riva and Puryear,0
Mansfield,11481,La Riva and Puryear,2
Marlborough,3639,La Riva and Puryear,0
Meriden,22443,La Riva and Puryear,0
Middlebury,4495,La Riva and Puryear,0
Middlefield,2636,La Riva and Puryear,0
Middletown,21244,La Riva and Puryear,0
Milford,28151,La Riva and Puryear,0
Monroe,10908,La Riva and Puryear,0
Montville,7972,La Riva and Puryear,0
Morris,1418,La Riva and Puryear,0
Naugatuck,13182,La Riva and Puryear,0
New Britain,22328,La Riva and Puryear,0
New Canaan,10966,La Riva and Puryear,0
New Fairfield,7677,La Riva and Puryear,0
New Hartford,4122,La Riva and Puryear,0
New Haven,41688,La Riva and Puryear,18
New London,8687,La Riva and Puryear,0
New Millford,13668,La Riva and Puryear,0
Newington,15691,La Riva and Puryear,0
Newtown,15359,La Riva and Puryear,0
Norfolk,967,La Riva and Puryear,0
North Branford,7654,La Riva and Puryear,0
North Canaan,1509,La Riva and Puryear,0
North Haven,13589,La Riva and Puryear,1
North Stonington,3030,La Riva and Puryear,0
Norwalk,38232,La Riva and Puryear,0
Norwich,13476,La Riva and Puryear,1
Old Lyme,4709,La Riva and Puryear,0
Old Saybrook,6225,La Riva and Puryear,0
Orange,8367,La Riva and Puryear,0
Oxford,7343,La Riva and Puryear,0
Plainfield,6120,La Riva and Puryear,0
Plainville,8703,La Riva and Puryear,0
Plymouth,5810,La Riva and Puryear,0
Pomfret,2232,La Riva and Puryear,0
Portland,5253,La Riva and Puryear,0
Preston,2514,La Riva and Puryear,0
Prospect,5585,La Riva and Puryear,0
Putnam,3657,La Riva and Puryear,0
Redding,5487,La Riva and Puryear,0
Ridgefield,14296,La Riva and Puryear,0
Rocky Hill,9838,La Riva and Puryear,0
Roxbury,1474,La Riva and Puryear,0
Salem,2346,La Riva and Puryear,0
Salisbury,2331,La Riva and Puryear,0
Scotland,909,La Riva and Puryear,0
Seymour,8206,La Riva and Puryear,1
Sharon,1416,La Riva and Puryear,0
Shelton,20857,La Riva and Puryear,0
Sherman,2137,La Riva and Puryear,0
Simsbury,13984,La Riva and Puryear,0
Somers,5694,La Riva and Puryear,0
South Windsor,13954,La Riva and Puryear,0
Southbury,11580,La Riva and Puryear,0
Southington,23318,La Riva and Puryear,0
Sprague,1509,La Riva and Puryear,0
Stafford,6034,La Riva and Puryear,0
Stamford,52258,La Riva and Puryear,2
Sterling,1684,La Riva and Puryear,0
Stonington,10173,La Riva and Puryear,1
Stratford,25251,La Riva and Puryear,0
Suffield,7558,La Riva and Puryear,0
Thomaston,3971,La Riva and Puryear,0
Thompson,4508,La Riva and Puryear,0
Tolland,8499,La Riva and Puryear,0
Torrington,15131,La Riva and Puryear,0
Trumbull,19846,La Riva and Puryear,0
Union,496,La Riva and Puryear,0
Vernon,13559,La Riva and Puryear,0
